         137155898 function calls (137146730 primitive calls) in 54.512 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       13    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pydantic\v1\typing.py:166(get_args)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\http\cookiejar.py:1680(extract_cookies)
       44    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\typing.py:1174(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1240(_find_spec)
        9    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\h11\_connection.py:398(_extract_next_receive_event)
   171/15    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pydantic\_internal\_core_utils.py:196(walk)
       68    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\ntpath.py:107(join)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\urllib\parse.py:1104(_splithost)
        7    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\parser.py:376(parse_block_sequence_first_entry)
   171/15    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pydantic\_internal\_core_utils.py:199(_walk)
      261    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pydantic\v1\typing.py:448(is_typeddict)
     1955    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
     2530    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
      267    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\threading.py:1485(current_thread)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1524(find_spec)
        3    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\typing_extensions.py:626(__instancecheck__)
        1    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\httpx\_models.py:311(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pydantic\_internal\_generate_schema.py:589(clean_schema)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1495(_get_spec)
   153/15    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pydantic\_internal\_core_utils.py:206(_handle_other_schemas)
      237    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\openai\_utils\_typing.py:25(is_union_type)
     1399    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
      377    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\typing.py:1161(_is_dunder)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1597(find_spec)
      523    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\habbo\Documents\GitHub\rogue-ai-gm/src\core\systems\dungeon_generator.py:88(connect_rooms_mst)
       17    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\_collections_abc.py:1022(__iter__)
      607    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\encodings\cp1252.py:18(encode)
        1    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\httpx\_models.py:375(_prepare)
      132    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\constructor.py:237(construct_yaml_int)
       68    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pkg_resources\__init__.py:3538(_find_adapter)
      112    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\emitter.py:814(write_indent)
       30    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\parser.py:267(parse_flow_node)
        3    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\re\_parser.py:969(parse)
      379    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\constructor.py:173(construct_scalar)
       42    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\openai\_utils\_utils.py:151(is_mapping)
     1792    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
     18/8    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pydantic\_internal\_core_utils.py:325(handle_model_fields_schema)
       96    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\openai\_utils\_transform.py:126(_maybe_transform_key)
     2057    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\habbo\Documents\GitHub\rogue-ai-gm/src\core\systems\dungeon_generator.py:127(carve_corridor)
      259    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\typing.py:2370(get_args)
      884    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\ntpath.py:35(_get_bothseps)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
        8    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\h11\_connection.py:260(_process_event)
      7/3    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\re\_parser.py:452(_parse_sub)
        5    0.000    0.000    0.000    0.000 {built-in method nt.stat}
        2    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pydantic\_internal\_core_utils.py:567(validate_core_schema)
      239    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\openai\_utils\_typing.py:19(is_iterable_type)
        2    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pydantic\plugin\_schema_validator.py:21(create_schema_validator)
       54    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\constructor.py:405(construct_yaml_seq)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\re\__init__.py:179(sub)
      799    0.000    0.000    0.000    0.000 c:\Users\habbo\.vscode\extensions\ms-python.debugpy-2024.14.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydev_bundle\pydev_is_thread_alive.py:16(is_thread_alive)
        3    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\httpcore\_sync\http11.py:170(_send_event)
        1    0.000    0.000    0.000    0.000 {built-in method pygame.display.set_caption}
        2    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\h11\_readers.py:94(maybe_read_from_SEND_RESPONSE_server)
      712    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\typing.py:1592(__eq__)
      242    0.000    0.000    0.000    0.000 {built-in method math.atan2}
        2    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\_collections_abc.py:992(setdefault)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1066(get_code)
        2    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pydantic\_internal\_core_utils.py:419(simplify_schema_references)
       55    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\scanner.py:1185(scan_flow_scalar_non_spaces)
      231    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\constructor.py:402(construct_yaml_str)
       27    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\constructor.py:124(construct_sequence)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\http\cookiejar.py:1599(make_cookies)
      9/5    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\re\_parser.py:512(_parse)
       22    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\openai\_utils\_utils.py:167(is_iterable)
     1242    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\httpcore\_models.py:61(enforce_headers)
        2    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pydantic\type_adapter.py:115(_type_has_config)
       24    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\typing.py:521(__getitem__)
      270    0.000    0.000    0.000    0.000 c:\Users\habbo\.vscode\extensions\ms-python.debugpy-2024.14.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_daemon_thread.py:36(py_db)
     2112    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
     1199    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
       34    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\concurrent\futures\_base.py:393(done)
        8    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\httpx\_models.py:170(get)
       11    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\emitter.py:373(expect_first_block_sequence_item)
        1    0.000    0.000    0.000    0.000 C:\Users\habbo\Documents\GitHub\rogue-ai-gm/src\core\systems\dungeon_generator.py:263(place_goal)
        7    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pydantic\v1\typing.py:146(_generic_get_args)
       40    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\scanner.py:484(fetch_block_entry)
        2    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\httpcore\_models.py:373(__init__)
      907    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
      534    0.000    0.000    0.000    0.000 c:\Users\habbo\.vscode\extensions\ms-python.debugpy-2024.14.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_constants.py:668(get_thread_id)
       11    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pydantic\v1\typing.py:417(is_literal_type)
        1    0.000    0.000    0.000    0.000 C:\Users\habbo\Documents\GitHub\rogue-ai-gm/src\core\objects\stairs.py:5(__init__)
      556    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\typing.py:1279(__eq__)
     1588    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\error.py:6(__init__)
      519    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\parser.py:114(get_event)
      532    0.000    0.000    0.000    0.000 c:\Users\habbo\.vscode\extensions\ms-python.debugpy-2024.14.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\pydevd.py:1619(check_output_redirect)
        2    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pydantic\plugin\_loader.py:21(get_plugins)
        2    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\os.py:808(getenv)
        2    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\_collections_abc.py:811(__contains__)
        2    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\_collections_abc.py:804(get)
      106    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\emitter.py:800(write_indicator)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Users\habbo\.vscode\extensions\ms-python.debugpy-2024.14.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_process_net_command_json.py:150(process_net_command_json)
       39    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\typing.py:1636(__hash__)
        1    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\openai\_base_client.py:429(_prepare_url)
      607    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_encode}
      652    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\scanner.py:325(unwind_indent)
        6    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\typing.py:753(Literal)
       87    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\typing.py:1205(__getattr__)
       98    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\emitter.py:827(write_line_break)
  199/197    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\abc.py:117(__instancecheck__)
        6    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\httpx\_models.py:64(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\httpx\_urls.py:77(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\habbo\Documents\GitHub\rogue-ai-gm/src\core\objects\statics.py:123(create_static)
        3    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\h11\_connection.py:491(send)
    190/5    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\serializer.py:60(anchor_node)
        3    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\h11\_connection.py:518(send_with_data_passthrough)
      576    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
       89    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\emitter.py:133(need_events)
        2    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pydantic\type_adapter.py:323(_defer_build)
       80    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\contextlib.py:299(helper)
        2    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pydantic\type_adapter.py:327(_model_config)
       80    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\contextlib.py:141(__exit__)
        2    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pydantic\_internal\_discriminated_union.py:37(apply_discriminators)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
       50    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\typing.py:730(<genexpr>)
       19    0.000    0.000    0.000    0.000 C:\Users\habbo\Documents\GitHub\rogue-ai-gm/src\core\objects\entity.py:6(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\habbo\Documents\GitHub\rogue-ai-gm/src\core\objects\statics.py:129(_create_static_from_def)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
        1    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\httpx\_models.py:895(close)
       68    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\ntpath.py:87(isabs)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1187(get_data)
      261    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pydantic\v1\utils.py:181(lenient_issubclass)
      355    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\scanner.py:731(check_plain)
        2    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\httpx\_urlparse.py:152(urlparse)
        3    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\h11\_headers.py:150(normalize_and_validate)
      272    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\httpx\_client.py:130(close)
       68    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\posixpath.py:60(isabs)
      268    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\threading.py:1236(daemon)
       64    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\h11\_util.py:84(validate)
       28    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\httpx\_models.py:212(__getitem__)
        8    0.000    0.000    0.000    0.000 C:\Users\habbo\Documents\GitHub\rogue-ai-gm/src\core\objects\enemy.py:118(create_enemy)
        1    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\httpx\_transports\default.py:119(close)
        1    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\openai\_base_client.py:410(_build_headers)
        1    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\httpcore\_sync\connection_pool.py:369(close)
  199/197    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        4    0.000    0.000    0.000    0.000 {method 'sendall' of '_socket.socket' objects}
       44    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\typing_extensions.py:2954(_has_generic_or_protocol_as_origin)
       26    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\h11\_readers.py:64(_decode_header_lines)
      8/7    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\h11\_readers.py:157(__call__)
        2    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\httpx\_models.py:1204(info)
      354    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
      165    0.000    0.000    0.000    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\representer.py:77(represent_scalar)
        2    0.000    0.000    0.000    0.000 c:\Users\habbo\.vscode\extensions\ms-python.debugpy-2024.14.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_net_command.py:104(send)
